SIGLA;DESCRICAO;NIVEL ENSINO;CH HORA RELOGIO;CH HORA AULA;CH QTD CREDITOS;ATIVO;SIGLA QACADEMICO;OBSERVACAO
LIC.0397;Filosofia da Linguagem;Graduação;30;45;2;Sim;-;Curso 603
LIC.0827;Filosofia da Linguagem;Graduação;30;40;2;Sim;-;Curso 603
LIC.0877;Filosofia da Linguagem;Graduação;30;40;2;Sim;-;-
LIC.0929;Filosofia da Matemática;Graduação;60;80;4;Sim;-;-
LIC.0423;Filosofia da Mente;Graduação;30;40;2;Sim;LIC.NEp.0019;-
LIC.0930;Filosofia da Técnica e da Tecnologia;Graduação;60;80;4;Sim;-;-
TEC.0854;Filosofia do Lazer;Graduação;60;80;4;Sim;TEC.NCT.UB.0052;-
TEC.0135;Filosofia e Ética Profissional (NFD);Graduação;45;60;3;Sim;TEC.NFd.0009;-
TEC.0592;Finanças Aplicada ao Marketing;Graduação;60;80;4;Sim;TEC.0069.0007;Curso 069
TEC.1071;Física;Graduação;60;80;4;Sim;-;-
TEC.0532;Física(30H);Graduação;30;40;2;Sim;TEC.NCT.UB.0072;01304
TEC.0327;Física(45H);Graduação;45;60;3;Sim;TEC.NFd.0017;Curso 05805
TEC.0379;Física(60H);Graduação;60;80;4;Sim;TEC.NCT.UB.0005;Curso 03048
TEC.0433;Física Aplicada(45H);Graduação;45;60;3;Sim;TEC.NCT.UT.0036;Curso 01102
LIC.0966;Física Aplicada à Biologia;Graduação;60;80;4;Sim;-;Curso 106
LIC.1064;Física Aplicada à Biologia;Graduação;60;80;4;Sim;-;-
LIC.0208;Física Computacional I;Graduação;60;80;4;Sim;LIC.601.0039;Curso 601
LIC.0192;Física Computacional II;Graduação;60;80;4;Sim;LIC.601.0040;Curso 601
LIC.0743;Física do Átomo(60H);Graduação;60;80;4;Sim;FOR.L016;-
LIC.0193;Física do Estado Sólido;Graduação;60;80;4;Sim;LIC.601.0038;Curso 601
LIC.0209;Física do Meio Ambiente;Graduação;30;40;2;Sim;LIC.601.0049;Curso 601
LIC.0727;Física Experimental I(45H);Graduação;45;60;3;Sim;FOR.L004;-
LIC.0731;Física Experimental II(45H);Graduação;45;60;3;Sim;FOR.L005;-
LIC.0733;Física Experimental III(45H);Graduação;45;60;3;Sim;FOR.L006;-
LIC.0268;Física Geral;Graduação;60;80;4;Sim;LIC.FNd.0014;Curso 07106
TEC.0778;Física Geral I;Graduação;60;80;4;Sim;TEC.NCT.UB.0078;-
ESA.0003;Física Geral I (60h);Graduação;60;80;4;Sim;-;-
TEC.0779;Física Geral II;Graduação;60;80;4;Sim;TEC.NCT.UB.0081;-
ESA.0005;Física Geral II (60h);Graduação;60;80;4;Sim;-;-
ESA.0006;Física Geral III (60h);Graduação;60;80;4;Sim;-;-
LIC.0501;Física I;Graduação;60;80;4;Sim;LIC.413.0018;Curso 413
LIC.0583;Física I;Graduação;45;60;3;Sim;SUP.111;Curso 01430x
LIC.0767;Física I;Graduação;60;80;4;Sim;-;Curso 710
LIC.1050;Física I;Graduação;30;40;2;Sim;-;-
LIC.0106;Física I(45H);Graduação;45;60;3;Sim;LIC.430.0006;Curso 01430
LIC.0805;Física I(45H);Graduação;45;60;3;Sim;DIA/CN.021;-
LIC.0510;Física II;Graduação;30;40;2;Sim;LIC.413.0019;Curso 413
LIC.0587;Física II;Graduação;45;60;3;Sim;DIA/CN.022;-
LIC.1051;Física II;Graduação;30;40;2;Sim;-;-
LIC.0112;Física II(45H);Graduação;45;60;3;Sim;LIC.430.0009;Curso 01430
LIC.0210;Física Matemática I;Graduação;60;80;4;Sim;LIC.601.0041;Curso 601
LIC.0194;Física Matemática II;Graduação;60;80;4;Sim;LIC.601.0042;Curso 601
LIC.1131;Física Moderna I;Graduação;60;80;4;Sim;-;-
LIC.1143;Física Moderna II;Graduação;60;80;4;Sim;-;-
LIC.0982;Física para o Ensino de Ciências;Graduação;30;40;2;Sim;-;qui
LIC.0730;Física Térmica e Ondulatória(60H);Graduação;60;80;4;Sim;FOR.L003;-
TEC.0385;Físico-Química(90H);Graduação;90;120;6;Sim;TEC.NCT.UB.0007;Curso 03048
LIC.0505;Físico-Química I;Graduação;90;120;6;Sim;LIC.413.0010;Curso 413
TEC.0780;Físico-Química I;Graduação;90;120;6;Sim;TEC.NCT.UT.0103;-
LIC.0811;Físico-Química I(75H);Graduação;75;100;5;Sim;DIA/CN.028;-
LIC.0509;Físico-Química II;Graduação;90;120;6;Sim;LIC.413.0011;Curso 413
TEC.0781;Físico-Química II;Graduação;90;120;6;Sim;TEC.NCT.UT.0106;-
TEC.1184;Físico-Química II;Graduação;60;80;4;Sim;-;-
LIC.0816;Físico-Química II(75H);Graduação;75;100;5;Sim;DIA/CN.029;-
LIC.0819;Físico-Química III(75H);Graduação;75;100;5;Sim;DIA/CN.030;-
LIC.1044;Físico-Química Teórica e Experimental I;Graduação;90;120;6;Sim;-;-
LIC.1045;Físico-Química Teórica e Experimental II;Graduação;60;80;4;Sim;-;-
LIC.1046;Físico Química Teórica e Experimental III;Graduação;60;80;4;Sim;-;-
LIC.0278;Fisiologia Animal Comparada;Graduação;60;80;4;Sim;LIC.106.0009;Curso 106
TEC.0338;Fisiologia Vegetal(60H);Graduação;60;80;4;Sim;TEC.805.0009;Curso 05805
ENG.0089;Fluidos de Perfuração e Completação;Graduação;60;80;4;Sim;-;-
LIC.0154;Fluidos e Termodinâmica;Graduação;60;80;4;Sim;LIC.601.0007;Curso 601
TEC.0481;Fluídos e Termodinâmica(60H);Graduação;60;80;4;Sim;TEC.NCT.UB.0036;Curso 06804
LIC.0546;Fonética e Fonologia;Graduação;120;160;8;Sim;FOR.L057;Curso 603X
LIC.0408;Fonética e Fonologia da Língua Espanhola I;Graduação;60;80;4;Sim;-;Curso 603
LIC.0409;Fonética e Fonologia da Língua Espanhola II;Graduação;60;80;4;Sim;-;Curso 603
LIC.0337;Fonética e Fonologia do Espanhol I;Graduação;60;80;4;Sim;LIC.603.0008;Curso 603
LIC.0338;Fonética e Fonologia do Espanhol II;Graduação;45;60;3;Sim;LIC.603.0009;Curso 603
ENG.0055;Fontes de Energia Renovável;Graduação;60;80;4;Sim;-;-
TEC.0279;Formação de Empreendedores(30H);Graduação;30;40;2;Sim;INF.S060;405x
LIC.0419;Formação de Professores e Trabalho Docente;Graduação;60;80;4;Sim;LIC.NDp.0011;-
LIC.0773;Formação do Brasil colonial e organização do Estado Nacional;Graduação;60;80;4;Sim;-;Curso 710
LIC.0779;Formação do Brasil Republicano;Graduação;60;80;4;Sim;-;Curso 710
TEC.0997;Formação Histórica e Econômica do RN;Graduação;60;80;4;Sim;TEC.NCT.0096;Curso 208
TEC.0934;Fotografia em Moda;Graduação;60;80;4;Sim;-;Curso 33
TEC.0132;Francês II (NCT);Graduação;45;60;3;Sim;TEC.NCT.UB.0025;-
TEC.0131;Francês I (NCT);Graduação;45;60;3;Sim;TEC.NCT.UB.0024;-
TEC.0359;Fruticultura(60H);Graduação;60;80;4;Sim;TEC.805.0021;Curso 05805
TEC.1095;Fruticultura de Base Ecológica;Graduação;60;80;4;Sim;-;-
LIC.0420;Funções Administrativas em Educação;Graduação;60;80;4;Sim;LIC.411.0027;Curso 05411
LIC.0755;Funções I;Graduação;60;80;4;Sim;-;Curso 710
LIC.0756;Funções II;Graduação;60;80;4;Sim;-;Curso 710
TEC.0174;Fundamento de Governança de TI (NCT);Graduação;60;80;4;Sim;-;-
TEC.0248;Fundamentos da Administração;Graduação;80;106;5;Sim;GESC.S002;502.0
TEC.0728;Fundamentos da Administração;Graduação;60;80;4;Sim;TEC.809.0001;Curso 809
LIC.0612;Fundamentos da Ciência Geográfica;Graduação;80;106;5;Sim;FOR.L032;Curso 602x
LIC.0833;Fundamentos da Ciência Geográfica;Graduação;60;80;4;Sim;-;Curso 01602
LIC.0035;Fundamentos da Ciência Geográfica I(30H);Graduação;30;40;2;Sim;LIC.602.0002;Curso 01602
LIC.0042;Fundamentos da Ciência Geográfica II(60H);Graduação;60;80;4;Sim;LIC.602.0004;Curso 01602
TEC.0649;Fundamentos da Dança;Graduação;60;80;4;Sim;TEC.NCT.UT.0048;Curso 437
LIC.0655;Fundamentos da Ecologia;Graduação;30;40;2;Sim;-;-
TEC.1073;Fundamentos da Ecologia;Graduação;60;80;4;Sim;-;-
LIC.0866;Fundamentos da Educação à Distância;Graduação;30;40;2;Sim;-;-
LIC.0091;Fundamentos da Educação de Jovens e Adultos;Graduação;30;40;2;Sim;LIC.NDp.0007;NDP
LIC.0395;Fundamentos da Educação de Jovens e Adultos;Graduação;60;80;4;Sim;-;Curso 603
LIC.0421;Fundamentos da Educação de Jovens e Adultos;Graduação;30;40;2;Sim;LIC.NDp.0013;-
LIC.0651;Fundamentos da Educação do Campo;Graduação;60;80;4;Sim;-;-
TEC.1016;Fundamentos da Educação do Campo;Graduação;30;40;2;Sim;-;-
LIC.0831;Fundamentos da Educação I;Graduação;60;80;4;Sim;-;-
LIC.0832;Fundamentos da Educação II;Graduação;60;80;4;Sim;-;-
LIC.0931;Fundamentos da Educação Profissional Técnica e Tecnológica;Graduação;60;80;4;Sim;-;-
LIC.0938;Fundamentos da Espectroscopia de Absorção Molecular no UV/Vis;Graduação;30;40;2;Sim;-;-
TEC.0962;Fundamentos da Gestão Social (Terceiro setor);Graduação;30;40;2;Sim;TEC.208.0020;Curso 208
TEC.0999;Fundamentos da Gestão (TGA);Graduação;60;80;4;Sim;TEC.NCT.UB.0089;Curso 208
LIC.0339;Fundamentos da Literatura;Graduação;45;60;3;Sim;LIC.NEp.0035;-
TEC.0648;Fundamentos da Literatura;Graduação;60;80;4;Sim;TEC.NCT.UT.0049;Curso 436
LIC.0372;Fundamentos da Literatura Ocidental;Graduação;60;80;4;Sim;-;-
LIC.0953;Fundamentos da Literatura Ocidental;Graduação;30;40;2;Sim;-;-
LIC.0748;Fundamentos da Matemática;Graduação;30;40;2;Sim;-;Curso 710
LIC.0227;Fundamentos da Matemática para o Ensino de Ciências I(30H);Graduação;30;40;2;Sim;SLIC.NE.0010;Curso 09119
LIC.0235;Fundamentos da Matemática para o Ensino de Ciências II(45H);Graduação;45;60;3;Sim;SLIC.NE.0011;Curso 09119
LIC.0241;Fundamentos da Matemática para o Ensino de Ciências III(30H);Graduação;30;40;2;Sim;SLIC.NE.0012;Curso 09119
LIC.0254;Fundamentos da Matemática para o Ensino de Ciências IV(30H);Graduação;30;40;2;Sim;SLIC.NE.0016;Curso 09119
TEC.0647;Fundamentos da Música;Graduação;60;80;4;Sim;TEC.NCT.UT.0050;Curso 435
LIC.0499;Fundamentos da Pesquisa em Educação Química;Graduação;30;40;2;Sim;LIC.413.0014;Curso 413
LIC.0807;Fundamentos da Pesquisa em Educação Química(30H);Graduação;30;40;2;Sim;DIA/CN.026;-
TEC.0646;Fundamentos das Artes Visuais;Graduação;60;80;4;Sim;TEC.NCT.UT.0051;Curso 434
LIC.0769;Fundamentos das Ciências Sociais;Graduação;60;80;4;Sim;-;Curso 710
LIC.0608;Fundamentos de Álgebra;Graduação;60;80;4;Sim;SUP.128;Curso 01430x
LIC.0123;Fundamentos de Álgebra I(90H);Graduação;90;120;6;Sim;LIC.430.0014;Curso 01430
LIC.0140;Fundamentos de Álgebra II(60H);Graduação;60;80;4;Sim;LIC.430.0024;Curso 01430
LIC.0226;Fundamentos de Biologia para o Ensino de Ciências I(30H);Graduação;30;40;2;Sim;SLIC.NE.0007;Curso 09119
LIC.0234;Fundamentos de Biologia para o Ensino de Ciências II(30H);Graduação;30;40;2;Sim;SLIC.NE.0008;Curso 09119
LIC.0242;Fundamentos de Biologia para o Ensino de Ciências III(30H);Graduação;30;40;2;Sim;SLIC.NE.0009;Curso 09119
LIC.0251;Fundamentos de Biologia para o Ensino de Ciências IV(30H);Graduação;30;40;2;Sim;SLIC.NE.0015;Curso 09119
ESA.0041;Fundamentos de Contabilidade (60h);Graduação;60;80;4;Sim;-;-
TEC.0963;Fundamentos de Contabilidade em Empreendimentos Turísticos;Graduação;30;40;2;Sim;TEC.208.0013;Curso 208
TEC.0051;Fundamentos de Contabilidade (NCT);Graduação;60;80;4;Sim;TEC.436.0007;-
TEC.1098;Fundamentos de Educação no Campo;Graduação;30;40;2;Sim;-;-
TEC.0507;Fundamentos de Energia Eólica(60H);Graduação;60;80;4;Sim;TEC.804.0015;Curso 06804
TEC.0508;Fundamentos de Energia Hidráulica(60H);Graduação;60;80;4;Sim;TEC.804.0016;Curso 06804
ENG.0077;Fundamentos de Energia Nuclear;Graduação;60;80;4;Sim;-;-
ENG.0049;Fundamentos de Engenharia de Petróleo e Gás;Graduação;90;120;6;Sim;-;-
LIC.0771;Fundamentos de filosofia;Graduação;60;80;4;Sim;-;Curso 710
LIC.0225;Fundamentos de Física para o Ensino de Ciências I(30H);Graduação;30;40;2;Sim;SLIC.NE.0004;Curso 09119
LIC.0233;Fundamentos de Física para o Ensino de Ciências II(30H);Graduação;30;40;2;Sim;SLIC.NE.0005;Curso 09119
LIC.0243;Fundamentos de Física para o Ensino de Ciências III(30H);Graduação;30;40;2;Sim;SLIC.NE.0006;Curso 09119
LIC.0249;Fundamentos de Física para o Ensino de Ciências IV(30H);Graduação;30;40;2;Sim;SLIC.NE.0014;Curso 09119
ENG.0023;Fundamentos de Geologia do Petróleo;Graduação;60;80;4;Sim;-;-
TEC.0203;Fundamentos de Governança de TI (NCT);Graduação;60;80;4;Sim;TEC.405.0035;-
TEC.0729;Fundamentos de Logística;Graduação;30;40;2;Sim;TEC.809.0005;Curso 809
TEC.0475;Fundamentos de Matemática(60H);Graduação;60;80;4;Sim;TEC.NFd.0013;Curso 06804
TEC.0490;Fundamentos de Petróleo e Biocombustíveis(60H);Graduação;60;80;4;Sim;TEC.804.0004;Curso 06804
LIC.0224;Fundamentos de Química para o Ensino de Ciências I(30H);Graduação;30;40;2;Sim;SLIC.NE.0001;Curso 09119
LIC.0232;Fundamentos de Química para o Ensino de Ciências II(30H);Graduação;30;40;2;Sim;SLIC.NE.0002;Curso 09119
LIC.0244;Fundamentos de Química para o Ensino de Ciências III(30H);Graduação;30;40;2;Sim;SLIC.NE.0003;Curso 09119
LIC.0247;Fundamentos de Química para o Ensino de Ciências IV(30H);Graduação;30;40;2;Sim;SLIC.NE.0013;Curso 09119
LIC.0518;Fundamentos de Química Quântica;Graduação;60;80;4;Sim;LIC.413.0021;Curso 413
TEC.1021;Fundamentos de Sistemas Operacionais;Graduação;30;40;2;Sim;-;-
TEC.0645;Fundamentos do Audiovisual;Graduação;60;80;4;Sim;TEC.NCT.UT.0052;Curso 433
TEC.0644;Fundamentos do Teatro;Graduação;60;80;4;Sim;TEC.NCT.UT.0053;Curso 432
TEC.1223;Fundamentos do tratamento biológico de esgoto;Graduação;60;80;4;Sim;-;-
TEC.0964;Fundamentos do Turismo e Hospitalidade;Graduação;60;80;4;Sim;TEC.208.0001;Curso 208
LIC.0014;Fundamentos e Bases da Educação Profissional e Tecnológica;Graduação;30;40;2;Sim;-;Matriz 111
TEC.0920;Fundamentos e Metodologia do Design de Moda;Graduação;60;80;4;Sim;-;Curso 33
LIC.1008;Fundamentos e Técnicas de Programação;Graduação;60;80;4;Sim;-;-
LIC.0012;Fundamentos Históricos e Filosóficos da Educação;Graduação;30;40;2;Sim;-;Matriz 111
LIC.0033;Fundamentos Históricos e Filosóficos da Educação;Graduação;60;80;4;Sim;LIC.NEp.0002;NEP
LIC.0547;Fundamentos Históricos e Filosóficos da Educação;Graduação;60;80;4;Sim;FOR.L060;-
LIC.0579;Fundamentos Históricos e Filosóficos da Educação;Graduação;60;80;4;Sim;SUP.108;-
LIC.0613;Fundamentos Históricos e Filosóficos da Educação;Graduação;80;106;5;Sim;FOR.L024;Curso 602x
LIC.0987;Fundamentos Históricos e Filosóficos da Educação e do Trabalho;Graduação;90;120;6;Sim;-;-
LIC.0774;Fundamentos históricos e filosóficos do pensamento político;Graduação;30;40;2;Sim;-;Curso 710
LIC.0013;Fundamentos Sociopolíticos e Econômicos da Educação;Graduação;30;40;2;Sim;-;Matriz 111
LIC.0040;Fundamentos Sociopolíticos e Econômicos da Educação;Graduação;60;80;4;Sim;LIC.NEp.0003;NEP
LIC.0548;Fundamentos Sociopolíticos e Econômicos da Educação;Graduação;80;106;5;Sim;FOR.L065;Curso 603X
LIC.0584;Fundamentos Sociopolíticos e Econômicos da Educação;Graduação;60;80;4;Sim;SUP.113;-
LIC.0615;Fundamentos Sociopolíticos e Econômicos da Educação;Graduação;60;80;4;Sim;FOR.L025;-
CIV.0061;Fund. do Projeto Estrutural de Edifícios em Concreto Armado (60h);Graduação;60;80;4;Sim;-;-
TEC.1099;Gênero e Mundo Rural;Graduação;30;40;2;Sim;-;-
LIC.1083;Gênero, Sexualidade e Educação do Campo;Graduação;30;40;2;Sim;-;-
TEC.0333;Gênese, Morfologia e Classificação de Solos(60H);Graduação;60;80;4;Sim;TEC.805.0004;Curso 05805
TEC.1074;Gênese, Morfologia e Classificação dos Solos;Graduação;60;80;4;Sim;-;-
LIC.0288;Genética;Graduação;90;120;6;Sim;LIC.106.0013;Curso 106
LIC.0061;Geografia Agrária;Graduação;60;80;4;Sim;LIC.602.0015;Curso 01602
LIC.0626;Geografia Agrária;Graduação;60;80;4;Sim;FOR.L049;Curso 602x
LIC.0963;Geografia Agrária do NE;Graduação;30;40;2;Sim;-;-
TEC.1049;Geografia aplicada ao Turismo;Graduação;30;40;2;Sim;-;-
TEC.0998;Geografia Aplicada ao Turismo;Graduação;60;80;4;Sim;TEC.NCT.0097;Curso 208
LIC.0632;Geografia Cultural;Graduação;60;80;4;Sim;FOR.L048;Curso 602x
LIC.0856;Geografia Cultural;Graduação;30;40;2;Sim;-;Curso 01602
LIC.0062;Geografia Cultural(30H);Graduação;30;40;2;Sim;LIC.602.0016;Curso 01602
LIC.0785;Geografia da população;Graduação;30;40;2;Sim;-;Curso 710
LIC.0072;Geografia da População;Graduação;60;80;4;Sim;LIC.602.0021;Curso 01602
LIC.0627;Geografia da População;Graduação;60;80;4;Sim;FOR.L045;Curso 602x
LIC.0790;Geografia da Saúde;Graduação;30;40;2;Sim;-;Curso 710
LIC.0860;Geografia das Indústrias e Serviços;Graduação;60;80;4;Sim;-;Curso 01602
LIC.0862;Geografia do Nordeste;Graduação;60;80;4;Sim;-;Curso 01602
LIC.0641;Geografia do Rio Grande do Norte;Graduação;80;106;5;Sim;FOR.L053;Curso 602x
LIC.0855;Geografia do Rio Grande do Norte;Graduação;60;80;4;Sim;-;Curso 01602
LIC.0085;Geografia do RN(60H);Graduação;60;80;4;Sim;LIC.602.0026;Curso 01602
LIC.0861;Geografia dos Continentes e Países;Graduação;60;80;4;Sim;-;Curso 01602
LIC.0637;Geografia dos Serviços;Graduação;60;80;4;Sim;FOR.L050;Curso 602x
LIC.0053;Geografia Econômica;Graduação;60;80;4;Sim;LIC.602.0010;Curso 01602
LIC.0616;Geografia Econômica;Graduação;60;80;4;Sim;FOR.L044;Curso 602x
TEC.0183;Geografia Econômica (NCT);Graduação;60;80;4;Sim;TEC.NCT.UB.0028;-
LIC.0638;Geografia e Tecnologia;Graduação;60;80;4;Sim;FOR.L042;Curso 602x
LIC.0854;Geografia Física do Brasil;Graduação;60;80;4;Sim;-;Curso 01602
LIC.0080;Geografia Física do Nordeste e do RN(60H);Graduação;60;80;4;Sim;LIC.602.0025;Curso 01602
LIC.0789;Geografia, identidade e território;Graduação;30;40;2;Sim;-;Curso 710
TEC.0204;Geografia (NCT);Graduação;60;80;4;Sim;-;-
LIC.0060;Geografia Política;Graduação;60;80;4;Sim;LIC.602.0014;Curso 01602
LIC.0628;Geografia Política;Graduação;60;80;4;Sim;FOR.L046;Curso 602x
LIC.0079;Geografia Regional do Brasil;Graduação;60;80;4;Sim;LIC.602.0024;Curso 01602
LIC.0633;Geografia Regional do Brasil;Graduação;80;106;5;Sim;FOR.L051;Curso 602x
LIC.0070;Geografia Regional do Mundo;Graduação;60;80;4;Sim;LIC.602.0019;Curso 01602
LIC.0642;Geografia Regional do Mundo;Graduação;80;106;5;Sim;FOR.L052;Curso 602x
LIC.0623;Geografia Urbana;Graduação;60;80;4;Sim;FOR.L047;Curso 602x
LIC.0845;Geografia Urbana;Graduação;60;80;4;Sim;-;Curso 01602
LIC.0077;Geografia Urbana e dos Serviços(60H);Graduação;60;80;4;Sim;LIC.602.0022;Curso 01602
LIC.0036;Geologia;Graduação;60;80;4;Sim;LIC.602.0003;Curso 01602
TEC.0536;Geologia Ambiental(60H);Graduação;60;80;4;Sim;TEC.304.0003;Curso 01304
CIV.0016;Geologia Aplicada à Engenharia (60h);Graduação;60;80;4;Sim;-;-
LIC.0301;Geologia e Paleontologia;Graduação;60;80;4;Sim;LIC.106.0031;Curso 106
ESA.0033;Geologia e Solos (30h);Graduação;30;40;2;Sim;-;-
LIC.0614;Geologia Geral;Graduação;60;80;4;Sim;FOR.L033;Curso 602x
LIC.0752;Geometria Analítica;Graduação;60;80;4;Sim;-;Curso 710
LIC.0582;Geometría Analítica;Graduação;60;80;4;Sim;SUP.110;Curso 01430x
LIC.0766;Geometria Analítica com tratamento vetorial;Graduação;60;80;4;Sim;-;Curso 710
LIC.0099;Geometria Analítica com Tratamento Vetorial;Graduação;60;80;4;Sim;LIC.430.0003;Curso 01430
LIC.1151;Geometria Analítica com Tratamento Vetorial;Graduação;60;80;4;Sim;-;física
LIC.0195;Geometria Diferencial;Graduação;90;120;6;Sim;LIC.601.0028;Curso 601
LIC.0751;Geometria Espacial;Graduação;30;40;2;Sim;-;Curso 710
LIC.0903;Geometria Espacial;Graduação;30;40;2;Sim;-;-
LIC.0605;Geometria Euclidiana  e suas Aplicações;Graduação;45;60;3;Sim;SUP.132;Curso 01430x
LIC.0097;Geometria Euclidiana e suas Aplicações(60H);Graduação;60;80;4;Sim;LIC.430.0002;Curso 01430
LIC.0899;Geometria Euclidiana Plana;Graduação;60;80;4;Sim;-;-
LIC.0749;Geometria Plana;Graduação;60;80;4;Sim;-;Curso 710
LIC.0046;Geomorfologia;Graduação;60;80;4;Sim;LIC.602.0007;Curso 01602
LIC.0621;Geomorfologia;Graduação;60;80;4;Sim;FOR.L034;Curso 602x
TEC.0184;Geopolítica (NCT);Graduação;60;80;4;Sim;-;-
LIC.0848;Geoprocessamento;Graduação;60;80;4;Sim;-;Curso 01602
TEC.1209;Geoprocessamento;Graduação;90;120;6;Sim;-;-
LIC.0064;Geoprocessamento(30H);Graduação;30;40;2;Sim;LIC.602.0018;Curso 01602
TEC.0543;Geoprocessamento(60H);Graduação;60;80;4;Sim;TEC.304.0006;Curso 01304
LIC.0968;Geoprocessamento Aplicado à Biologia;Graduação;60;80;4;Sim;-;Curso 106
CIV.0019;Geoprocessamento Aplicado à Engenharia (60h);Graduação;60;80;4;Sim;-;-
TEC.0568;Geoquímica Ambiental(60H);Graduação;60;80;4;Sim;TEC.304.0031;Curso 01304
ENG.0066;Geração Eólica;Graduação;60;80;4;Sim;-;-
ENG.0086;Geração e Tratamento de Resíduos Atmosféricos;Graduação;45;60;3;Sim;-;-
ENG.0087;Geração e Tratamento de Resíduos Líquidos;Graduação;45;60;3;Sim;-;-
ENG.0082;Geração e Utilização de Vapor;Graduação;60;80;4;Sim;-;-
ENG.0065;Geração Hidroelétrica e Termelétrica;Graduação;60;80;4;Sim;-;-
ENG.0068;Geração Solar Fotovoltaica;Graduação;45;60;3;Sim;-;-
ENG.0067;Geração Solar Térmica;Graduação;45;60;3;Sim;-;-
TEC.0029;Gerencia de Projetos (Curso 404);Graduação;60;80;4;Sim;TEC.404.0017;Curso 404
TEC.0278;Gerência de Redes(60H);Graduação;60;80;4;Sim;INF.S051;405x
TEC.0153;Gerencia de Redes (NCT);Graduação;60;80;4;Sim;-;-
TEC.0201;Gerência de Redes (NCT);Graduação;60;80;4;Sim;TEC.405.0011;-
TEC.0463;Gerência de Suprimentos(45H);Graduação;45;60;3;Sim;TEC.102.0020;Curso 01102
TEC.0697;Gerência e Conf. de Serviços para a Internet;Graduação;60;80;4;Sim;TEC.806.0022;-
TEC.1121;Gerenciamento de Projeto de Software;Graduação;60;80;4;Sim;-;-
CIV.0068;Gerenciamento de Projetos (60h);Graduação;60;80;4;Sim;-;-
TEC.0058;Gerenciamento de Projetos (NCT);Graduação;60;80;4;Sim;TEC.436.0014;-
TEC.1220;Gerenciamento de resíduos de laboratório;Graduação;30;40;2;Sim;-;-
TEC.1229;Gerenciamento e Tratamento de Emissões Atmosféricas;Graduação;60;80;4;Sim;-;-
TEC.0563;Gerenciamento e Tratamento de Emissões Atmosféricas(30H);Graduação;30;40;2;Sim;TEC.304.0022;Curso 01304
TEC.0407;Gestão Ambiental(60H);Graduação;60;80;4;Sim;TEC.NCT.UT.0005;Curso 03048
TEC.1102;Gestão Ambiental Aplicada;Graduação;60;80;4;Sim;-;-
TEC.0965;Gestão Ambiental em Empreendimentos Turísticos;Graduação;30;40;2;Sim;TEC.208.0012;Curso 208
TEC.1164;Gestão Ambiental no Turismo;Graduação;30;40;2;Sim;-;-
TEC.1160;Gestão Contábil e Financeira em Empreendimentos Turísticos;Graduação;60;80;4;Sim;-;-
TEC.0591;Gestão da Cadeia de Suprimentos;Graduação;60;80;4;Sim;TEC.0069.0006;Curso 069
TEC.0730;Gestão da Cadeia de Suprimentos;Graduação;30;40;2;Sim;TEC.809.0010;Curso 809
